fen,uci,comment
r2qkbnr/pp1npppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,c2c4,"SC) Why so soon? If white wants to play the English, he can start with 1. c4. Here, 0-0 is more flexible, keeping white's options open until he sees what black has in mind."
1r3rk1/1pqnppbp/p2p1np1/2p5/P1P1P3/2NPBN1P/1P3PP1/R2QR1K1 b - - 0 12,c7c6,"I 'm no longer sure why I moved my queen here. I think my plan was to further support a b5 push although now that's looking unlikely, and also to clear the c7 square for knights, because the f6 knight can move from f6-e8-c7-e6-d4, and d4 looks like a pretty good square for the knight (SC) Not so fast. There is nothing wrong with Qc6, only the plan behind it. If black wants to play aggresively, he must break with d5 as queenside expansion can only beaccomplish ed with sacrifice of material. Unless there is some tactical support for this (some compensation in time or weaknesses created), the indicated break has to come at d5. Typically, if black can get this in without creating significant weaknesses, he equalizes. The Q at c6 supports this."
1r3rk1/1p1nppbp/p1qp1np1/2p5/P1P1P3/2NPBN1P/1P1Q1PP1/R3R1K1 b - - 2 13,f6e8,"SC) Loses a pawn. The correct plan would be 13....Rfe8, followed by e6 and d5 when timing (i.e. tactics) are correct."
1r2nrk1/1p1nppbp/p1qp2p1/2p5/P1P1P3/2NPBN1P/1P1Q1PP1/R3R1K1 w - - 3 14,e3h6,I chose not to capture the bishop because then the queen recaptures and dark squares around my king look loose. In particular Ng5 makes my king look uncomfortable.
1r3r2/1pnnppkp/p1qp2p1/2p5/P1P1P3/2NP1N1P/1P1Q1PP1/R3R1K1 w - - 0 16,c3d5,"If I play Nxd5 here, I'm expecting he'll recapture with the e-pawn, opening up that file, which I didn't like."
1r3r2/1pnnppkp/p1qp2p1/2pN4/P1P1P3/3P1N1P/1P1Q1PP1/R3R1K1 b - - 1 16,e7e6,"SC) Allowing 17. Ne7 and if 17.....Qb6 18.a5 Qb4 19.Qf4 e5 20.Qc1 Rbe8 21.Qc2 Rxe7 22.Ra4 Qxe1+ 23.Nxe1 where white gains material but the game is far from over. Black may find salvation through the weak black squares in white's camp. Correct is 17... Rbe8 but black is totally passive here. Even so, its still a hard nut to crack for white."
1r3r2/1pNn1pkp/p1qpp1p1/2p5/P1P1P3/3P1N1P/1P1Q1PP1/R3R1K1 b - - 0 17,c6c7,SC) White's advantage has evaporated. The position is essentially equal.
4rr2/1pqn2kp/p2pp1p1/2p2PN1/P1P3P1/3P3P/1P1Q1P2/R3R1K1 b - - 0 20,e6f5,"I realize too late that this allows the knight fork which results in him winning the exchange, so I pray that I might be able to get away with it because then his rook gets trapped in my territory."
4rr2/1pqn2kp/p2p2p1/2p2pN1/P1P3P1/3P3P/1P1Q1P2/R3R1K1 w - - 0 21,g5e6,"SC) Winning is 21.gxf! gxf 22. Ne6+ Rxe6 Rxe6 when the open g-file is fatal. Black is at least equal now, even down the exchange."
5r2/1pq3kp/p2pR1p1/2p1n3/P1P3p1/3PQ2P/1P3P2/R5K1 w - - 0 24,h3g4,"Right here Qd7 leaves his rook with nowhere to go, but then he could try Rxe5 cxd5 Qxd5 and I didn't like that because he picks up a pawn with check"
5r2/1pq3kp/p2pR1p1/2p1n3/P1P3P1/3PQ3/1P3P2/R5K1 b - - 0 24,c7f7,"It looks like a few moves later I forgot about him giving back the exchange though, because I played this move. I had reasoned that Rxd6 runs into Nxg4, and it looks like the attack against his king is good. (SC) White should try 25.Rxd6 and if 25....Nxg4 26.Qg3. Now if 26.....Qxf7+ 27.Qxf2 Rxf2 28.Rd7+ Rf7 29.Rxf7+ when a very interesting endgame arises."
5r2/1p3qkp/p5p1/2p1Q3/P1P3P1/3P4/1P3P2/R5K1 b - - 0 26,f7f6,"I block with the queen, thinking if he takes Qxc5, I can do Qxb2 and attack his rook while keeping an eye on the f2 pawn in case he leaves it unguarded."
5r2/1p4kp/p4qp1/2p1Q3/P1P3P1/3P4/1P3P2/R5K1 w - - 1 27,e5f6,"Now this move surprised me, because if I were white I would've tried to take more pawns off. Perhaps he was too afraid of the attack on the f-file? (SC) 27.Qxc5 Qxb2 28.Re1 leaves white a healthy pawn to the good."
5r2/1p5p/p4kp1/2p5/P1P2PP1/3P4/1P6/R5K1 b - - 0 28,f8e8,"He didn't take the e file? I'm very glad to take it! (SC) See my last note. Indicated here is 28.....h5!, working to trade off both pawns on the kingside."
4r3/1p5p/p4kp1/2p5/P1P2PP1/3P4/1P6/R5K1 w - - 1 29,g1f2,"Seeing this move, I'm thinking, ""He can't possibly be trying Re1 ?"" because at the board I had tentatively calculated that the endgame would be good for me based on my better king placement, even if he is up a pawn. I haven't run the endgame through computer analysis though, so I'm not sure if I'm right"
4r3/1p5p/5kp1/p1p5/P1P2PP1/3P4/1P3K2/R7 w - - 0 30,a1e1,SC) This loses. But White retains his winning chances with 20.Rh1! attacking the backwardpawn
8/1p5p/5kp1/p1p5/P1P2PP1/3P4/1P6/4K3 b - - 0 31,h7h5,"SC) Black is winning, even if white takes. Superior king position and an outside passed pawn spell doom for white, even a pawn up. (SC)"
8/1p6/5kp1/p1p4p/P1P2PP1/3P4/1P6/4K3 w - - 0 32,e1f1,"I... don't get it. but I suppose free pawns are always appreciated... here I try a few variations and it looks like he has no choice but to lose here, so I suppose it doesn't matter that much (SC) Your following analysis is essentially correct. White is lost. The rest of the game is essentially an execution."
8/8/2p5/P7/P1K2k2/4q3/8/3q4 b - - 0 47,d1a4,"I think for the opening and midgame he fared better, but faltered in the endgame, where it looks like my skill surpassed his. (SC) Missed tactics. A lot of them. Primarily on the white side. But black took advantage of what was offered."
rnbqk1nr/ppppppbp/6p1/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,c2c3,"takes the c3 from my N but secures my center ** White has great flexibility to chose a pawn structure and development plan against the modern defense, because black isn't causing any immediate problems. Generally, white will take some kind of space advantage, then make sure his pieces coordinate well with each other and the structure. -- death **"
rnbqk1nr/ppp1ppbp/3p2p1/8/3PP3/2P5/PP3PPP/RNBQKBNR w KQkq - 0 4,f1c4,"a good diagonal,weak f7 and after the e6 maybe some pressure at g6 ** Although this diagonal looks aggressive, if there are no immediate tactics against f7, the bishop will be a target for a black pawn break on d5 or queenside expansion with ...b5. With the c3/d4/e4 structure chosen by white, I would tend to prefer to place this bishop on d3, play h3 to restrain black's bishop from developing usefully, then develop Nf3, Be3, Nbd2, then Qe2 (or possibly Qc2, if it helps pressure a weakened g6), probably choosing 0-0 (though 0-0-0 might be practical in some circumstances). The thematic way to profit from a space advantage is to keep the opponent cramped, and white has good chances to do this. Queenside expansion by b4 and a4 makes sense with this development, too. -- death **"
rnbqk1nr/ppp2pbp/3pp1p1/8/2BPP3/2P5/PP3PPP/RNBQK1NR w KQkq - 0 5,c1e3,"I hadnt decide whether the f4 will overextend my center so i didnt want to play Nf3 to block the f2-f4 ** Neither side is taking the old adage, ""knights before bishops,"" very seriously. More importantly, I don't think either side is basing their development plan on the actual position. Black seems to have a development in mind from move one, without much regard for what white might do. White is dithering, trying not to make any decisions. He fears overextending the center if he goes with f4, but equally would regret not being able to play f4 if he chooses Nf3. Be3 isn't a bad move, but it's the result of not making a decision. I want to know what is the plan. -- death **"
r1bqk1nr/pppn1pbp/3pp1p1/8/2BPP3/2P1BN2/PP3PPP/RN1QK2R b KQkq - 3 6,h7h6,"I can't see any particular reason for this move. It weakens g6 and doesn't develop. Perhaps it's part of the general plan h6, a6, b5, g5, Ne7, Bb7, with symmetry. This may be aesthetically pleasing, but it isn't really chess. -- death **"
r1bqk1nr/pppn1pb1/3pp1pp/8/2BPP3/2P1BN2/PP3PPP/RN1Q1RK1 b kq - 1 7,a7a6,"white is almost fully developed while the black K needs at least 2 moves to castle so I have to open lines ** An interesting conclusion, but how is white to arrange open lines? It isn't really possible for white to force lines open here, because black's structure is so flexible. Advancing a center pawn allows black to close the center to his advantage. This highlights one of the positive points of playing f4, namely that the advance f5 really would create some weaknesses and open some lines for white. With the chosen structure, white has to develop his remaining forces, grab all the space that's freely available, then sit on black for awhile preparing a breakthrough. -- death **"
r1bqk1nr/1ppn1pb1/p2pp1pp/8/2BPP3/2P1BN2/PP3PPP/RN1Q1RK1 w kq - 0 8,d1c2,"to allow bring the Rs to the center files and eye g6 ** I would much prefer to develop Nbd2 first. The white queen might want to go to e2 instead, or even to b3. Usually develop the smaller pieces first, since the queen will have more options and it's hard to choose between them until the enemy force arrangements are more clear. -- death **"
r1bqk2r/2pnnpb1/p2pp1pp/1p6/3PP3/2PBBN2/PPQN1PPP/R4RK1 b kq - 3 10,c8b7,apparently I failed to create game while his K was still in the center
r2qk2r/1bpnnpb1/p2pp1pp/1p6/3PP3/2PBBN2/PPQN1PPP/R4RK1 w kq - 4 11,a1d1,"That rook might have had play on the queenside, so if I was going to move a rook here I probably would have chosen Rfe1. Having f1 available for the knight or bishop can be useful and the rook goes directly opposite the king. Even better than a rook move, though, is 11.a4. Black has made weaknesses on the queenside with his pawn advance, and a4 strikes at b5 while preparing to develop the a1-rook on its original square. Incidentally, this might have been even better if the queen was on e2. -- death **"
r2qk2r/1bpnnpb1/p2pp1pp/1p6/3PP3/2PBBN2/PPQN1PPP/3R1RK1 b kq - 5 11,g6g5,a strange move since I have a quite secure position and weakens his Kside (his K cant stay in the center) so opening the f file must be good ** Black has achieved his symmetry. -- death **
r2qk2r/1bpnnpb1/p2pp2p/1p4p1/3PP3/2PBBN2/PPQN1PPP/3R1RK1 w kq - 0 12,f3e1,"A reasonable redeployment to allow white pawn breaks to open lines and expose some weaknesses in the black position. On this and previous moves, the pawn advances in the center are a bad idea. It's not just that they lose a pawn (or whatever) in each case, but that the white pawn center is currently potentially mobile, and once it advances, it isn't. White should keep his center pawns side by side for the present, ready to react to a black pawn lever as appropriate. In this position, with f4 coming, black really must do something quickly to avoid being crushed. -- death **"
r2qk2r/1bpnnpb1/p2p3p/1p2P1p1/4P3/2PBB3/PPQN1PPP/3RNRK1 b kq - 0 13,d7e5,"an nice place for both the N or the B but maybe surrenders the center ** Black didn't have any of the center, so getting a well-posted knight on e5 can hardly surrender it. White almost certainly shouldn't capture on e5 on move 13, since this allows black to relieve much of the cramp in his position and improve all of his minor pieces. Now he can get real play on the kingside dark squares, too. That g5 pawn is almost starting to look like a good idea.... -- death **"
r2q1rk1/1bp1npb1/p2p3p/1p2n1p1/4P3/2P1B3/PPQNBPPP/3RNRK1 w - - 2 15,f2f4,This seriously weakens the white e-pawn with the hope of getting at the black king along the f-file. It seems a bit too committal. Perhaps Nd3 or Ndf3 to undermine the well-posted black knight is better. -- death **
r2q1rk1/1bp2pb1/p2p2np/1p2n3/4P3/2P3B1/PPQNB1PP/3RNRK1 b - - 2 17,b7c8,"Hmm, the bishop was developed, attacking the weak isolated e-pawn, so.... it needed to be redeveloped? Why?? -- death **"
r1bq1rk1/2p2pb1/p2p2np/1p2n3/4P3/2P3B1/PPQNB1PP/3RNRK1 w - - 3 18,h2h3,"This looks risky to me, creating another weakness near the white king. -- death **"
r4rk1/2p1qpb1/p2pb1np/1p2n3/3NP3/2P3BP/PPQ1B1PK/3RNR2 b - - 6 21,c7c5,"a bad move,d6 is weak now ** Right, this is weak. -- death **"
r4rk1/4qpb1/p2pb1np/1pp1n3/3NP3/2P3BP/PPQ1B1PK/3RNR2 w - - 0 22,d4f5,the N impoved his position
r4rk1/4qpb1/p2p2np/1pp1nP2/8/2P3BP/PPQ1B1PK/3RNR2 b - - 0 23,g6h4,looses
4R3/4R3/2r2p1k/p4PpB/P7/8/3r2PK/8 w - - 4 46,e8h8,Good execution. -- death **
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,g1f3,"I am strictly a 1.e4 man, so this will be a learning experience for me too! All of my comments will be inside these double brackets.))"
r1bqkbnr/pppppppp/2n5/8/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq - 0 2,g8f6,This seems a bit odd. I'd expect 2...e5 or 2...d5))
r1bqkb1r/pppppppp/2n2n2/8/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq - 1 3,f1g2,"In view of Black's last move, I'd play 3.d4 here to establish a pawn in the centre without blocking the Bishop's diagonal from h1-a8.))"
r1bqkb1r/pppp1ppp/2n2n2/4p3/8/3P1NP1/PPP1PPBP/RNBQK2R b KQkq - 0 4,d7d5,"Black has succeeded in establishing the classic centre - pawns on d5 and e5, protected by Knights on c6 and f6. He has good diagonals for both Bishops.This gives him a space advantage and he stands slightly better. I think that White should be looking for more from the opening. White must strike at the centre, sooner rather than later, or risk being choked.))"
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/3P1NP1/PPP1PPBP/RNBQK2R w KQkq - 0 5,b1d2,"This does not prevent 5. ..e4 if Black wants to play it, so I'd favour 5.0-0 here. Then, if Black opens the game with 5...e4, the White King is safely castled and the Black King is in the centre, which can be very significant.))"
r1bqkb1r/ppp2ppp/2n2n2/3pp3/8/3P1NP1/PPPNPPBP/R1BQK2R b KQkq - 1 5,c8f5,"5...Bc5 is probably better than this, when Black is ready to castle. If this was to enable ...e4, it wasn't needed. Black could play it now and probably should. In all lines Black establishes a clear, but not overwhelming, advantage.))"
r2qkb1r/ppp2ppp/2n2n2/3ppb2/8/3P1NP1/PPPNPPBP/R1BQK2R w KQkq - 2 6,e1g1,A sensible move. 6.c4 is the other good choice here.))
r2qkb1r/ppp2ppp/2n2n2/3ppb2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 b kq - 3 6,f8e7,"6...Bc5 i s more active; 6...Qd7 is worth a look, with the possible idea of 7 ...Bh3 to swap off the fianchettoed Bishop. A frequently used idea in these positions is to move the Rook so that the fianchettoed Bishop can avoid the swap. So here .. .6...Qd7 7.Re1 Bh3 8.Bh1))"
r2qk2r/ppp1bppp/2n2n2/3ppb2/8/3P1NP1/PPPNPPBP/R1BQ1RK1 w kq - 4 7,f1e1,"A good, solid move, but I would prefer 7. c4 here. Black is about to castle and this is White's last chance to start attacking the Black centre before the King moves into safety.))"
r2q1rk1/ppp1bppp/2n2n2/3ppb2/8/3P1NP1/PPPNPPBP/R1BQR1K1 w - - 6 8,f3h4,"This move works because Black reacts badly to it. 8.c4 is certainly better. White may be thinking of bringing the other Knight to f3, but he must be careful if he does since the Knight on h4 will have no square to retreat to.))"
r2q1rk1/ppp1bppp/2n2n2/3ppb2/7N/3P2P1/PPPNPPBP/R1BQR1K1 b - - 7 8,f5g6,"This gives up the Bishop pair and mutilates the Black pawn structure. 8 ...Be6 is correct, when Black is slightly better.))"
r2q1rk1/ppp1bppp/2n2nb1/3pp3/7N/3P2P1/PPPNPPBP/R1BQR1K1 w - - 8 9,h4g6,Of course!))
r2q1rk1/ppp1bppp/2n2nN1/3pp3/8/3P2P1/PPPNPPBP/R1BQR1K1 b - - 0 9,f7g6,"It's usually better to capture towards the centre, which suggests 9...hxg6. However, Black now has a Rook on the half-open f file. Against that, he has weakened the e6 square and this weakness is permanent.))"
r2q1rk1/ppp1b1pp/2n2np1/3pp3/8/3P2P1/PPPNPPBP/R1BQR1K1 w - - 0 10,e2e4,"It is the right idea to attack the centre, but 10.c4 is better. White should do what he can to make the g2 Bishop a strong force. The c4 advance is more likely to open the long diagonal. Black can answer either 10. c4 or 10.e4 with 10...d4, in the one case the diagonal is open; in the other it is closed.))"
r2q1rk1/ppp1b1pp/2n2np1/3pp3/4P3/3P2P1/PPPN1PBP/R1BQR1K1 b - - 0 10,d5d4,"Now the g2 Bishop will need to find a way into the game. It's vital that he should, because Black has no Bishop to oppose him and he could be very powerful.))"
